event_name;Correctness;Task2;user_id;Group;DeviceOrder;VariantOrder;variant;device;TaskType
popupopen:name;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupclose;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen:name;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupclose;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen:name;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupclose;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen:name;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupclose;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen:name;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupclose;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen:name;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupclose;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen:name;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupclose;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen:name;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupclose;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen:name;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupclose;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen:name;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupclose;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen:name;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupclose;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen:name;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupclose;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen:name;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupclose;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
zoom out;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
zoom in;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
legend opened;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen:name;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupclose;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen:name;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupclose;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen:name;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupclose;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen:name;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupclose;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
movestart;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen:name;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupopen;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
moveend;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
answer button clicked;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
popupclose;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
polygon selected;PartiallyCorrect;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
completed;;Choropleth5;P23;02-Intermediate;Desktop-Smartphone;B-A;variant-a;smartphone;Choropleth
setting task;;Choropleth1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
question dialog closed;;Choropleth1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
legend opened;;Choropleth1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
movestart;;Choropleth1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
moveend;;Choropleth1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
answer button clicked;;Choropleth1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
polygon selected;Correct;Choropleth1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
setting task;;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
question dialog closed;;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
movestart;;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
zoom in;;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
moveend;;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
movestart;;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
zoom in;;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
moveend;;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
movestart;;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
moveend;;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
movestart;;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
moveend;;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
movestart;;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
moveend;;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
movestart;;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
moveend;;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
movestart;;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
moveend;;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
movestart;;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
moveend;;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
movestart;;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
moveend;;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
answer button clicked;;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
movestart;;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
moveend;;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
movestart;;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
moveend;;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
movestart;;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
moveend;;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
polygon selected;Incorrect;Point1;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
setting task;;Choropleth2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
question dialog closed;;Choropleth2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
legend opened;;Choropleth2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
answer button clicked;;Choropleth2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
polygon selected;Correct;Choropleth2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
setting task;;Point2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
question dialog closed;;Point2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
movestart;;Point2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
zoom in;;Point2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
moveend;;Point2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
movestart;;Point2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
moveend;;Point2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
movestart;;Point2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
moveend;;Point2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
movestart;;Point2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
moveend;;Point2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
movestart;;Point2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
moveend;;Point2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
legend opened;;Point2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
legend closed;;Point2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
answer button clicked;;Point2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
polygon selected;Correct;Point2;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
setting task;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
question dialog closed;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
legend opened;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen:name;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupopen;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
popupclose;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
answer button clicked;;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
polygon selected;Correct;Choropleth3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
setting task;;Point3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
question dialog closed;;Point3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
movestart;;Point3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
zoom in;;Point3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
moveend;;Point3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
movestart;;Point3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
answer button clicked;;Point3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
answer selected;Correct;Point3;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Point
setting task;;Choropleth4;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
question dialog closed;;Choropleth4;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
legend opened;;Choropleth4;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
show layer;;Choropleth4;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
show layer;;Choropleth4;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
show layer;;Choropleth4;P22;02-Intermediate;Smartphone-Desktop;A-B;variant-b;desktop;Choropleth
